Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
Criminology & Criminal Justice,Criminology & Criminal Justice,1748-8958,1748-8966,CRIMINOLOGY & PENOLOGY - SSCI(Q3),2.522,2.672
BEHAVIORAL ECOLOGY,BEHAVIORAL ECOLOGY,1045-2249,1465-7279,ZOOLOGY - SCIE(Q1); ECOLOGY - SCIE(Q2); BEHAVIORAL SCIENCES - SCIE(Q3),2.437,2.671
Groundwater,Groundwater,0017-467X,1745-6584,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q3); WATER RESOURCES - SCIE(Q3)",2.413,2.671
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,1080-7683,1557-7732,OPHTHALMOLOGY - SCIE(Q3); PHARMACOLOGY & PHARMACY - SCIE(Q3),2.443,2.671
SOLAR PHYSICS,SOLAR PHYSICS,0038-0938,1573-093X,ASTRONOMY & ASTROPHYSICS - SCIE(Q2),2.168,2.671
JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,JOURNAL OF NON-NEWTONIAN FLUID MECHANICS,0377-0257,1873-2631,MECHANICS - SCIE(Q2),2.103,2.67
JOURNAL OF PHONETICS,JOURNAL OF PHONETICS,0095-4470,1095-8576,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q1),2.4,2.67
PREVENTIVE VETERINARY MEDICINE,PREVENTIVE VETERINARY MEDICINE,0167-5877,1873-1716,VETERINARY SCIENCES - SCIE(Q1),2.333,2.67
RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,RHEUMATIC DISEASE CLINICS OF NORTH AMERICA,0889-857X,1558-3163,RHEUMATOLOGY - SCIE(Q4),2.614,2.67
Silicon,Silicon,1876-990X,1876-9918,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3); CHEMISTRY, PHYSICAL - SCIE(Q3)",2.058,2.67
ACTA CHIMICA SINICA,ACTA CHIMICA SINICA,0567-7351,N/A,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q3)",1.916,2.668
ANNALS OF NUCLEAR MEDICINE,ANNALS OF NUCLEAR MEDICINE,0914-7187,1864-6433,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)",2.458,2.668
STEROIDS,STEROIDS,0039-128X,1878-5867,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4); ENDOCRINOLOGY & METABOLISM - SCIE(Q4),2.505,2.668
Artificial Intelligence and Law,Artificial Intelligence and Law,0924-8463,1572-8382,"LAW - SSCI(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)",2.333,2.667
Artificial Intelligence and Law,Artificial Intelligence and Law,0924-8463,1572-8382,"LAW - SSCI(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q3); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)",2.333,2.667
FINANCIAL ANALYSTS JOURNAL,FINANCIAL ANALYSTS JOURNAL,0015-198X,1938-3312,"BUSINESS, FINANCE - SSCI(Q3)",2.271,2.667
INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0147-1767,1873-7552,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2); SOCIOLOGY - SSCI(Q2); PSYCHOLOGY, SOCIAL - SSCI(Q3)",2.386,2.667
International Data Privacy Law,International Data Privacy Law,2044-3994,2044-4001,LAW - SSCI(Q1),2.212,2.667
MATHEMATICAL FINANCE,MATHEMATICAL FINANCE,0960-1627,1467-9965,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q2); BUSINESS, FINANCE - SSCI(Q2); ECONOMICS - SSCI(Q2)",2.278,2.667
MATHEMATICAL FINANCE,MATHEMATICAL FINANCE,0960-1627,1467-9965,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q2); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q2); BUSINESS, FINANCE - SSCI(Q2); ECONOMICS - SSCI(Q2)",2.278,2.667
Applied Physiology Nutrition and Metabolism,Applied Physiology Nutrition and Metabolism,1715-5312,1715-5320,SPORT SCIENCES - SCIE(Q2); PHYSIOLOGY - SCIE(Q2); NUTRITION & DIETETICS - SCIE(Q3),2.584,2.665
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,0256-2928,1878-5174,"PSYCHOLOGY, EDUCATIONAL - SSCI(Q2)",2.494,2.663
IEEE TRANSACTIONS ON COMPUTERS,IEEE TRANSACTIONS ON COMPUTERS,0018-9340,1557-9956,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q2); COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q2)",2.523,2.663
Management of Biological Invasions,Management of Biological Invasions,1989-8649,N/A,BIODIVERSITY CONSERVATION - SCIE(Q2),2.36,2.663
WATER INTERNATIONAL,WATER INTERNATIONAL,0250-8060,1941-1707,"ENGINEERING, CIVIL - SCIE(Q2); WATER RESOURCES - SCIE(Q2)",2.5,2.663
NEUROGENETICS,NEUROGENETICS,1364-6745,1364-6753,CLINICAL NEUROLOGY - SCIE(Q3); GENETICS & HEREDITY - SCIE(Q3),2.62,2.66
SMALL GROUP RESEARCH,SMALL GROUP RESEARCH,1046-4964,1552-8278,"PSYCHOLOGY, APPLIED - SSCI(Q3); PSYCHOLOGY, SOCIAL - SSCI(Q3); MANAGEMENT - SSCI(Q4)",2.298,2.66
CLINICAL MEDICINE,CLINICAL MEDICINE,1470-2118,1473-4893,"MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",2.572,2.659
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,0393-6155,1724-6008,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3); ONCOLOGY - SCIE(Q3),2.626,2.659
Psychological Services,Psychological Services,1541-1559,1939-148X,"PSYCHOLOGY, CLINICAL - SSCI(Q3)",2.63,2.659
BIOMARKERS,BIOMARKERS,1354-750X,1366-5804,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3); TOXICOLOGY - SCIE(Q4),2.601,2.658
Dose-Response,Dose-Response,1559-3258,1559-3258,"PHARMACOLOGY & PHARMACY - SCIE(Q3); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)",2.184,2.658
International Studies Review,International Studies Review,1521-9488,1468-2486,POLITICAL SCIENCE - SSCI(Q1); INTERNATIONAL RELATIONS - SSCI(Q1),2.562,2.658
SUPERLATTICES AND MICROSTRUCTURES,SUPERLATTICES AND MICROSTRUCTURES,0749-6036,1096-3677,"PHYSICS, CONDENSED MATTER - SCIE(Q2)",2.468,2.658
Journal of the American Board of Family Medicine,Journal of the American Board of Family Medicine,1557-2625,1558-7118,"MEDICINE, GENERAL & INTERNAL - SCIE(Q3); PRIMARY HEALTH CARE - SCIE(Q3)",2.278,2.657
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,1742-1705,1742-1713,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q2)",2.495,2.657
Assessment in Education-Principles Policy & Practice,Assessment in Education-Principles Policy & Practice,0969-594X,1465-329X,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2),2.344,2.656
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,0169-8141,1872-8219,"ERGONOMICS - SSCI(Q3); ENGINEERING, INDUSTRIAL - SCIE(Q3)",2.216,2.656
INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,0169-8141,1872-8219,"ERGONOMICS - SSCI(Q3); ENGINEERING, INDUSTRIAL - SCIE(Q3)",2.216,2.656
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,1552-5007,1552-5015,ZOOLOGY - SCIE(Q1); EVOLUTIONARY BIOLOGY - SCIE(Q3); DEVELOPMENTAL BIOLOGY - SCIE(Q3),2.508,2.656
Advances in Computers,Advances in Computers,0065-2458,N/A,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(Q2); COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q2)",2.655,2.655
Applied Linguistics Review,Applied Linguistics Review,1868-6303,1868-6311,LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q1),2.636,2.655
BMC HEALTH SERVICES RESEARCH,BMC HEALTH SERVICES RESEARCH,N/A,1472-6963,HEALTH CARE SCIENCES & SERVICES - SCIE(Q3),2.491,2.655
RESEARCH IN ENGINEERING DESIGN,RESEARCH IN ENGINEERING DESIGN,0934-9839,1435-6066,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q2); ENGINEERING, MANUFACTURING - SCIE(Q3); ENGINEERING, INDUSTRIAL - SCIE(Q3)",2.241,2.655
Integrative Zoology,Integrative Zoology,1749-4877,1749-4869,ZOOLOGY - SCIE(Q2),2.477,2.654
PHYSICS LETTERS A,PHYSICS LETTERS A,0375-9601,1873-2429,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q2)",2.5,2.654
Communication and Critical-Cultural Studies,Communication and Critical-Cultural Studies,1479-1420,1479-4233,CULTURAL STUDIES - AHCI(N/A); CULTURAL STUDIES - SSCI(Q1); COMMUNICATION - SSCI(Q3),2.224,2.653
BMC Medical Ethics,BMC Medical Ethics,1472-6939,1472-6939,"ETHICS - SSCI(Q1); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q2); MEDICAL ETHICS - SCIE(Q2)",2.414,2.652
BMC Medical Ethics,BMC Medical Ethics,1472-6939,1472-6939,"ETHICS - SSCI(Q1); SOCIAL SCIENCES, BIOMEDICAL - SSCI(Q2); MEDICAL ETHICS - SCIE(Q2)",2.414,2.652
GRANULAR MATTER,GRANULAR MATTER,1434-5021,1434-7636,"MECHANICS - SCIE(Q2); PHYSICS, APPLIED - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q3)",2.389,2.652
CORNEA,CORNEA,0277-3740,1536-4798,OPHTHALMOLOGY - SCIE(Q2),2.269,2.651
EVALUATION & THE HEALTH PROFESSIONS,EVALUATION & THE HEALTH PROFESSIONS,0163-2787,1552-3918,HEALTH POLICY & SERVICES - SSCI(Q3); HEALTH CARE SCIENCES & SERVICES - SCIE(Q3),2.535,2.651
EVALUATION & THE HEALTH PROFESSIONS,EVALUATION & THE HEALTH PROFESSIONS,0163-2787,1552-3918,HEALTH POLICY & SERVICES - SSCI(Q3); HEALTH CARE SCIENCES & SERVICES - SCIE(Q3),2.535,2.651
South African Geographical Journal,South African Geographical Journal,0373-6245,2151-2418,GEOGRAPHY - SSCI(Q4),2.395,2.651
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,0889-5406,1097-6752,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)",2.323,2.65
DESIGNED MONOMERS AND POLYMERS,DESIGNED MONOMERS AND POLYMERS,1385-772X,1568-5551,POLYMER SCIENCE - SCIE(Q2),2.6,2.65
Frontiers in Neurorobotics,Frontiers in Neurorobotics,1662-5218,1662-5218,"ROBOTICS - SCIE(Q2); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2); NEUROSCIENCES - SCIE(Q3)",2.432,2.65
International Environmental Agreements-Politics Law and Economics,International Environmental Agreements-Politics Law and Economics,1567-9764,1573-1553,LAW - SSCI(Q1); ECONOMICS - SSCI(Q2); POLITICAL SCIENCE - SSCI(Q2); ENVIRONMENTAL STUDIES - SSCI(Q3),2.377,2.649
JOURNAL OF ANTIBIOTICS,JOURNAL OF ANTIBIOTICS,0021-8820,1881-1469,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2); PHARMACOLOGY & PHARMACY - SCIE(Q3); IMMUNOLOGY - SCIE(Q3); MICROBIOLOGY - SCIE(Q3),2.556,2.649
MEDICAL SCIENCE MONITOR,MEDICAL SCIENCE MONITOR,1643-3750,1643-3750,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q3)",2.56,2.649
UROLOGY,UROLOGY,0090-4295,1527-9995,UROLOGY & NEPHROLOGY - SCIE(Q3),2.443,2.649
Buildings,Buildings,N/A,2075-5309,"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q2); ENGINEERING, CIVIL - SCIE(Q2)",2.338,2.648
GROUP DECISION AND NEGOTIATION,GROUP DECISION AND NEGOTIATION,0926-2644,1572-9907,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q2); MANAGEMENT - SSCI(Q3)",2.418,2.648
BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRITISH JOURNAL OF EDUCATIONAL STUDIES,0007-1005,1467-8527,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),2.314,2.647
JOURNAL OF SOLID STATE ELECTROCHEMISTRY,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,1432-8488,1433-0768,ELECTROCHEMISTRY - SCIE(Q4),2.377,2.647
ANNALS OF REGIONAL SCIENCE,ANNALS OF REGIONAL SCIENCE,0570-1864,1432-0592,ECONOMICS - SSCI(Q3); GEOGRAPHY - SSCI(Q4); REGIONAL & URBAN PLANNING - SSCI(Q4); ENVIRONMENTAL STUDIES - SSCI(Q4),2.475,2.646
JOURNAL OF BIOMATERIALS APPLICATIONS,JOURNAL OF BIOMATERIALS APPLICATIONS,0885-3282,1530-8022,"ENGINEERING, BIOMEDICAL - SCIE(Q3); MATERIALS SCIENCE, BIOMATERIALS - SCIE(Q4)",2.539,2.646
JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,0921-0296,1573-0409,"ROBOTICS - SCIE(Q3); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q3)",2.402,2.646
Journal of Occupational Medicine and Toxicology,Journal of Occupational Medicine and Toxicology,1745-6673,1745-6673,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.554,2.646
Sex Education-Sexuality Society and Learning,Sex Education-Sexuality Society and Learning,1468-1811,1472-0825,"EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",1.896,2.646
Healthcare,Healthcare,N/A,2227-9032,HEALTH POLICY & SERVICES - SSCI(Q2); HEALTH CARE SCIENCES & SERVICES - SCIE(Q2),2.442,2.645
Healthcare,Healthcare,N/A,2227-9032,HEALTH POLICY & SERVICES - SSCI(Q2); HEALTH CARE SCIENCES & SERVICES - SCIE(Q2),2.442,2.645
International Journal of Climate Change Strategies and Management,International Journal of Climate Change Strategies and Management,1756-8692,1756-8706,ENVIRONMENTAL STUDIES - SSCI(Q3),2.516,2.645
JOURNAL OF HEREDITY,JOURNAL OF HEREDITY,0022-1503,1465-7333,EVOLUTIONARY BIOLOGY - SCIE(Q3); GENETICS & HEREDITY - SCIE(Q3),2.581,2.645
JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,0882-2689,1573-3505,"PSYCHOLOGY, CLINICAL - SSCI(Q3)",2.508,2.645
Cardiology in Review,Cardiology in Review,1061-5377,1538-4683,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q3),2.622,2.644
Diagnostic Pathology,Diagnostic Pathology,N/A,1746-1596,PATHOLOGY - SCIE(Q3),2.596,2.644
Minerals,Minerals,N/A,2075-163X,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q2); MINERALOGY - SCIE(Q2); MINING & MINERAL PROCESSING - SCIE(Q2),2.059,2.644
JOURNAL OF NEUROVIROLOGY,JOURNAL OF NEUROVIROLOGY,1355-0284,1538-2443,NEUROSCIENCES - SCIE(Q3); VIROLOGY - SCIE(Q3),2.476,2.643
JOURNAL OF STORED PRODUCTS RESEARCH,JOURNAL OF STORED PRODUCTS RESEARCH,0022-474X,1879-1212,ENTOMOLOGY - SCIE(Q1),1.748,2.643
International Journal of Polymer Science,International Journal of Polymer Science,1687-9422,1687-9430,POLYMER SCIENCE - SCIE(Q3),2.61,2.642
Research Papers in Education,Research Papers in Education,0267-1522,1470-1146,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3),2.358,2.642
American Journal of Health Economics,American Journal of Health Economics,2332-3493,2332-3507,ECONOMICS - SSCI(Q3); HEALTH POLICY & SERVICES - SSCI(Q4),2.615,2.641
DISASTERS,DISASTERS,0361-3666,1467-7717,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q3)",2.538,2.641
IET Power Electronics,IET Power Electronics,1755-4535,1755-4543,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q3)",1.8,2.641
Contemporary Security Policy,Contemporary Security Policy,1352-3260,1743-8764,POLITICAL SCIENCE - SSCI(Q1); INTERNATIONAL RELATIONS - SSCI(Q1),2.28,2.64
Current Opinion in Organ Transplantation,Current Opinion in Organ Transplantation,1087-2418,1531-7013,TRANSPLANTATION - SCIE(Q3),2.467,2.64
Global Health Action,Global Health Action,N/A,1654-9880,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.552,2.64
Global Health Action,Global Health Action,N/A,1654-9880,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q3)",2.552,2.64
JOURNAL OF POLICY MODELING,JOURNAL OF POLICY MODELING,0161-8938,1873-8060,ECONOMICS - SSCI(Q2),2.245,2.64
APPLIED ACOUSTICS,APPLIED ACOUSTICS,0003-682X,1872-910X,ACOUSTICS - SCIE(Q1),2.202,2.639
INFRARED PHYSICS & TECHNOLOGY,INFRARED PHYSICS & TECHNOLOGY,1350-4495,1879-0275,"PHYSICS, APPLIED - SCIE(Q2); INSTRUMENTS & INSTRUMENTATION - SCIE(Q2); OPTICS - SCIE(Q2)",2.224,2.638
Italian Journal of Pediatrics,Italian Journal of Pediatrics,1720-8424,1824-7288,PEDIATRICS - SCIE(Q2),2.372,2.638
Transactions on Emerging Telecommunications Technologies,Transactions on Emerging Telecommunications Technologies,2161-3915,2161-3915,TELECOMMUNICATIONS - SCIE(Q2),1.83,2.638
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,1079-2082,1535-2900,PHARMACOLOGY & PHARMACY - SCIE(Q3),2.255,2.637
Stata Journal,Stata Journal,1536-867X,1536-8734,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q1); STATISTICS & PROBABILITY - SCIE(Q1)",2.51,2.637
Stata Journal,Stata Journal,1536-867X,1536-8734,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q1); STATISTICS & PROBABILITY - SCIE(Q1)",2.51,2.637
Advances in Biochemical Engineering-Biotechnology,Advances in Biochemical Engineering-Biotechnology,0724-6145,1616-8542,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q3),2.594,2.635
International Journal of Managing Projects in Business,International Journal of Managing Projects in Business,1753-8378,1753-8386,MANAGEMENT - SSCI(Q3); BUSINESS - SSCI(Q4),2.054,2.634
LIMNOLOGY AND OCEANOGRAPHY-METHODS,LIMNOLOGY AND OCEANOGRAPHY-METHODS,1541-5856,1541-5856,LIMNOLOGY - SCIE(Q1); OCEANOGRAPHY - SCIE(Q2),2.482,2.634
Odontology,Odontology,1618-1247,1618-1255,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q2)",2.528,2.634
ARCHIVES OF ORAL BIOLOGY,ARCHIVES OF ORAL BIOLOGY,0003-9969,1879-1506,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q3)",2.468,2.633
Forests,Forests,N/A,1999-4907,FORESTRY - SCIE(Q1),2.107,2.633
Journal of Building Physics,Journal of Building Physics,1744-2591,1744-2583,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q3),2.333,2.633
Zeitschrift fur Psychologie-Journal of Psychology,Zeitschrift fur Psychologie-Journal of Psychology,2190-8370,2151-2604,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q2)",2.551,2.633
RHEUMATOLOGY INTERNATIONAL,RHEUMATOLOGY INTERNATIONAL,0172-8172,1437-160X,RHEUMATOLOGY - SCIE(Q3),2.423,2.631
Diagnostic and Interventional Radiology,Diagnostic and Interventional Radiology,N/A,1305-3612,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q3)",2.526,2.63
GRASS AND FORAGE SCIENCE,GRASS AND FORAGE SCIENCE,0142-5242,1365-2494,AGRONOMY - SCIE(Q2),2.273,2.63
JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,0277-3813,1532-2319,"MATERIALS SCIENCE, PAPER & WOOD - SCIE(Q1)",2.26,2.63
Evidence-based Complementary and Alternative Medicine,Evidence-based Complementary and Alternative Medicine,1741-427X,1741-4288,INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q3),2.358,2.629
Higher Education Policy,Higher Education Policy,0952-8733,1740-3863,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q4),2.484,2.629
JOURNAL OF PLANT RESEARCH,JOURNAL OF PLANT RESEARCH,0918-9440,1618-0860,PLANT SCIENCES - SCIE(Q2),2.424,2.629
Ostomy Wound Management,N/A,0889-5899,N/A,N/A,2.629,2.629
CHINESE MEDICAL JOURNAL,CHINESE MEDICAL JOURNAL,0366-6999,2542-5641,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",2.317,2.628
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA,1053-0770,1532-8422,RESPIRATORY SYSTEM - SCIE(Q3); PERIPHERAL VASCULAR DISEASE - SCIE(Q3); CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q3); ANESTHESIOLOGY - SCIE(Q3),1.873,2.628
MICROCIRCULATION,MICROCIRCULATION,1073-9688,1549-8719,PERIPHERAL VASCULAR DISEASE - SCIE(Q3); HEMATOLOGY - SCIE(Q4),2.512,2.628
Journal of Computing in Higher Education,Journal of Computing in Higher Education,1042-1726,1867-1233,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),2.542,2.627
RHEOLOGICA ACTA,RHEOLOGICA ACTA,0035-4511,1435-1528,MECHANICS - SCIE(Q2),2.364,2.627
Research in Transportation Economics,Research in Transportation Economics,0739-8859,1875-7979,ECONOMICS - SSCI(Q2); TRANSPORTATION - SSCI(Q3),2.28,2.627
IT Professional,IT Professional,1520-9202,1941-045X,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q2); TELECOMMUNICATIONS - SCIE(Q3); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q3)",2.516,2.626
JOURNAL OF BONE AND MINERAL METABOLISM,JOURNAL OF BONE AND MINERAL METABOLISM,0914-8779,1435-5604,"ENDOCRINOLOGY & METABOLISM - SCIE(Q3); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q3)",2.477,2.626
JOURNAL OF CHEMICAL ECOLOGY,JOURNAL OF CHEMICAL ECOLOGY,0098-0331,1573-1561,ECOLOGY - SCIE(Q3); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q4),2.384,2.626
INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,0020-7640,1741-2854,PSYCHIATRY - SSCI(Q1),2.48,2.625
REVIEWS IN INORGANIC CHEMISTRY,REVIEWS IN INORGANIC CHEMISTRY,0193-4929,2191-0227,"CHEMISTRY, INORGANIC & NUCLEAR - SCIE(Q2)",2.458,2.625
Current Zoology,Current Zoology,1674-5507,2396-9814,ZOOLOGY - SCIE(Q1),2.523,2.624
HERD-Health Environments Research & Design Journal,HERD-Health Environments Research & Design Journal,1937-5867,2167-5112,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q3)",1.612,2.624
Jornal Brasileiro de Pneumologia,Jornal Brasileiro de Pneumologia,1806-3713,1806-3756,RESPIRATORY SYSTEM - SCIE(Q4),2.308,2.624
ATOMIC DATA AND NUCLEAR DATA TABLES,ATOMIC DATA AND NUCLEAR DATA TABLES,0092-640X,1090-2090,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE(Q2); PHYSICS, NUCLEAR - SCIE(Q2)",2.453,2.623
HEALTH EDUCATION & BEHAVIOR,HEALTH EDUCATION & BEHAVIOR,1090-1981,1552-6127,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q2)",2.529,2.623
JOURNAL OF EXPERIMENTAL EDUCATION,JOURNAL OF EXPERIMENTAL EDUCATION,0022-0973,1940-0683,"EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3); PSYCHOLOGY, EDUCATIONAL - SSCI(Q4)",2.506,2.623
Accountability in Research-Policies and Quality Assurance,Accountability in Research-Policies and Quality Assurance,0898-9621,1545-5815,MEDICAL ETHICS - SCIE(Q2),1.911,2.622
Advances in Experimental Medicine and Biology,Advances in Experimental Medicine and Biology,0065-2598,2214-8019,"BIOLOGY - SCIE(Q2); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q3)",2.581,2.622
Korean Journal for Food Science of Animal Resources,N/A,1225-8563,N/A,N/A,2.622,2.622
TROPICAL MEDICINE & INTERNATIONAL HEALTH,TROPICAL MEDICINE & INTERNATIONAL HEALTH,1360-2276,1365-3156,"TROPICAL MEDICINE - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)",2.538,2.622
JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,0377-0427,1879-1778,"MATHEMATICS, APPLIED - SCIE(Q1)",2.433,2.621
NEW IDEAS IN PSYCHOLOGY,NEW IDEAS IN PSYCHOLOGY,0732-118X,1873-3522,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q2); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q2)",2.569,2.621
INSTRUCTIONAL SCIENCE,INSTRUCTIONAL SCIENCE,0020-4277,1573-1952,"PSYCHOLOGY, EDUCATIONAL - SSCI(Q3); EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q3)",2.521,2.62
