DOI,Título,Autores,Año,Citas,Revista
10.1080/0952813x.2018.1519000,Discrete wavelet transform-based freezing of gait detection in Parkinson’s disease,Amira El-Attar and Amira S. Ashour and Nilanjan Dey and Hatem Abdelkader and Mostafa M. Abd El-Naby and R. Simon Sherratt,2021,19,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2023.2183269,Intelligent hybrid hand gesture recognition system using deep recurrent neural network with chaos game optimisation,Jogi John and Shrinivas Deshpande,2023,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1056240,Multi-objective feature subset selection using mRMR based enhanced ant colony optimization algorithm (mRMR-EACO),Ayesha Khan and Abdul Rauf Baig,2016,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2135611,Blockchain-based privacy preservation framework for healthcare data in cloud environment,Garima Verma,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1592236,Some modified results of the subtraction and division operations on interval neutrosophic sets,Dimple Rani and Harish Garg,2019,22,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1652356,Empirical-type simulated annealing for solving the capacitated vehicle routing problem,Bochra Rabbouch and Foued Saâdaoui and Rafaa Mraihi,2020,20,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2013.782350,A new fuzzy-based feature selection and hybrid TLA–ANN modelling for short-term load forecasting,Abdollah Kavousi-Fard,2013,27,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1595167,"Probabilistic forecasting, linearity and nonlinearity hypothesis tests with bootstrapped linear and nonlinear artificial neural network",Ufuk Yolcu and Erol Egrioglu and Eren Bas and Ozge Cagcag Yolcu and Ali Zafer Dalar,2021,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130600975717,Performance of modified differential evolution for optimal design of complex and non-linear chemical processes,Rakesh Angira and B. V. Babu,2006,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1647558,A hybrid BGWO with KPCA for intrusion detection,S. Velliangiri,2020,15,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1310308,An efficient approach for improving virtual machine placement in cloud computing environment,Mostafa Ghobaei-Arani and Mahboubeh Shamsi and Ali A. Rahmanian,2017,49,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020520,"A multi-objective placement of phasor measurement units using fuzzified artificial bee colony algorithm, considering system observability and voltage stability",K. Arul jeyaraj and V. Rajasekaran and S.K. Nandha Kumar and K. Chandrasekaran,2016,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.506287,"A comparative analysis of PSO, HPSO, and HPSO-TVAC for data clustering",Changyin Sun and Haina Zhao and Yifang Wang,2011,10,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1725652,Bi-objective web service composition problem in multi-cloud environment: a bi-objective time-varying particle swarm optimisation algorithm,Mirsaeid Hosseini Shirvani,2021,21,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130601116139,The ethics of robot servitude,Stephen Petersen,2007,23,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2017.1354079,BrainStorm: a psychosocial game suite design for non-invasive cross-generational cognitive capabilities data collection,Faizan Ahmad and Yiqiang Chen and Lisha Hu and Shuangquan Wang and Jindong Wang and Zhenyu Chen and Xinlong Jiang and Jianfei Shen,2017,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130010029802,On an open problem in classification of languages,Sanjay Jain,2001,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1467493,Preorder-based triangle: a modified version of bilattice-based triangle for belief revision in nonmonotonic reasoning,Kumar S. Ray and Sandip Paul and Diganta Saha,2018,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2022.2104387,An Optimisation driven Deep Residual Network for Sybil attack detection with reputation and trust-based misbehaviour detection in VANET,Nitha C Velayudhan and A. Anitha and Mukesh Madanan,2022,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1212101,An imperialist competitive algorithm for virtual machine placement in cloud computing,Shahram Jamali and Sepideh Malektaji and Morteza Analoui,2017,9,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1020574,Mixed continuous/binary quantum-inspired learning system with non-negative least square optimisation for automated design of regularised ensemble extreme learning machines,Ahmad Mozaffari and Nasser L. Azad and Mahdi Emami and Alireza Fathi,2016,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.680073,3D object recognition technique using multiple 2D views for Arabic sign language,A. Samir Elons and Magdy Aboul-Ela and M.F. Tolba,2013,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.940694,‘Real’ information is not flat – and why it matters,S. Barry Cooper,2015,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701538190,Agent's actions as a classification criteria for the state space in a learning from rewards system,Francisco Martinez-gil,2008,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.535712,Performing complex associations using a generalised bidirectional associative memory,Sylvain Chartier and Craig Leth-Steensen and Marie-France Hébert,2012,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1785021,The uncertainty and explainability in object recognition,Wei Hui and Liping Yu,2020,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1735529,Detection and classification of landmines using machine learning applied to metal detector data,L. Safatly and M. Baydoun and M. Alipour and A. Al-Takach and K. Atab and M. Al-Husseini and A. El-Hajj and H. Ghaziri,2021,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1794233,A preference degree for ranking k-dimensional vectors of qualitative labels and its application in multi-attribute group decision-making,Gholamreza Hesamian and Ali Dehghani,2021,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2011.639091,A forward only counter propagation network-based approach for contraceptive method choice classification task,Waqas Haider Bangyal and Jamil Ahmad and Imran Shafi and Qamar Abbas,2012,16,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1185748,Open ended intelligence: the individuation of intelligent agents,David Weinbaum (Weaver) and Viktoras Veitas,2017,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110116642,Argumentation through a distributed self-stabilizing approach,Pietro Baroni and Massimiliano Giacomin,2002,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1836032,Stability for patch structure Nicholson’s blowflies systems involving distinctive maturation and feedback delays,Gang Yang and Qian Cao,2022,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130701538174,An empirical study of constraint logic programming and answer set programming solutions of combinatorial problems,Agostino Dovier and Andrea Formisano and Enrico Pontelli,2009,18,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130210153941,Making symbols matter: a new challenge to their causal efficacy,James W. Garson,2002,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.940145,Editors' introduction,Derek Jones and Anthony F. Beavers,2015,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130500283832,How we learn about things we don't already understand,David Landy and Robert L. Goldstone,2005,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2019.1572655,Normalization of attribute values with interval information in group decision-making setting: with an application to software quality evaluation,Chuan Yue,2019,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.941680,Is there a logic of information?,Gregory Wheeler,2015,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.924588,Coupling Gaussian generalised regression neural network and mutable smart bee algorithm to analyse the characteristics of automotive engine coldstart hydrocarbon emission,Ahmad Mozaffari and Nasser L. Azad,2015,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2015.1132271,ArgoTriCS – automated triangle construction solver,Vesna Marinković,2017,5,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130110104122,Why co-occurrence information alone is not sufficient to answer subcognitive questions,Robert M. French and Christophe Labiouse,2001,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.971439,A syntactically informed reordering model for statistical machine translation,Saeed Farzi and Heshaam Faili and Shahram Khadivi,2015,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130802319169,"Pluralism, radical pluralism and the politics of the Big Bang",Eric Dietrich,2008,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.533896,Editorial Board,,2010,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2012.693685,Relative uncertainty in term loan projection models: what lenders could tell risk managers,Lisa Warenski,2012,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2018.1518996,A retrieval system to analyse dermatological lesions using feature ortho-normalisation,G. Wiselin Jiji and P. Johnson Durai Raj,2019,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.895111,Autonomous technology and the greater human good,Steve Omohundro,2014,40,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.503341,On the importance of breaking ties in the relaxed plan heuristic,Tomás de la Rosa and Raquel Fuentetaja,2011,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130310001624087,"Editorial: Subvert the Dominant Paradigm! A review ofComputationalism: New Directions,edited by Matthias Scheutz (The MIT Press, 2002)",Jerry Dejohn and Eric Dietrich,2003,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2016.1264088,Comparisons of several variants of continuous quantum-inspired evolutionary algorithms,Ahmad Mozaffari and Mahdi Emami and Nasser L. Azad and Alireza Fathi,2017,4,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.930597,Relative observation for multi-robot collaborative localisation based on multi-source signals,Qirong Tang and Peter Eberhard,2014,3,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/09528130601116154,What kind of science is simulation?,Robb Eason and Robert Rosenberger and Trina Kokalis and Evan Selinger and Patrick Grim,2007,7,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2021.1970824,Threat detection in Internet of Things using Cuckoo search Chicken Swarm optimisation algorithm,Sivaram Rajeyyagari,2021,0,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.506283,A novel hybrid method for mobile robot path planning in unknown dynamic environment based on hybrid DSm model grid map,Peng Li and Xinhan Huang and Min Wang,2011,12,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2010.502309,Microcosms for testing common sense reasoning abilities,Nicholas L. Cassimatis and Perrin Bignoli,2011,1,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2020.1764634,A linear space adjustment by mapping data into an intermediate space and keeping low level data structures,Weiqing Fu and Hamid Parvin and Mohammad Reza Mahmoudi and Bui Anh Tuan and Kim-Hung Pho,2021,2,Journal of Experimental &amp; Theoretical Artificial Intelligence
10.1080/0952813x.2014.886300,An SVM–AdaBoost-based face detection system,Ebenezer Owusu and Yong-Zhao Zhan and Qi-Rong Mao,2014,11,Journal of Experimental &amp; Theoretical Artificial Intelligence
